PARLAMENTARIO_ID,PARTIDO_POLITICO,NOMBRE_COMPLETO
1433,,Pedro Ramirez 
137,,Pedro Vargas 
1942,,Pedro Velasquez Seguel
1390,,Pepe Auth Stewart
4519,,Rabindranath Quinteros Lara
256,,Rafael  Agustin Gumucio Vives
3414,,Rafael Adolfo Moreno Rojas
1119,,Juan Emeterio Martinez Camps
2231,,Jose Antonio Kast Rist
1126,,Juan Concha Urbina
2848,,Edgardo Barrueto Reeves
1752,,Cesar Ruiz Danyau
4505,,Daniel Farcas Guendelman
1493,,Daniel Salinas Munoz
4614,,Daniel Verdessi Belemmi
445,,Dario Molina Sanhueza
3675,,Dario Paya Mira
1835,,David Marzan 
2464,,Denise Pascal Allende
2698,,Diego A. Guzman 
4515,,Diego Paulsen Kehr
2641,,Dionisio Ventura Faulbaum Mayorga
921,,Domingo Alberto Alfredo Cuadra Gazmuri
285,,Domingo Claps Gallo
1316,,Duberildo Jaque Araneda
2070,,Edgardo Boeninger Kausel
1007,,Cesar Godoy Urrutia
1409,,Edgardo Riveros Marin
920,,Edgardo Rolando Schmauk Schaeffer
1116,,Edmundo Eluchans Malherbe
3473,,Edmundo Eluchans Urenda
3006,,Edmundo Salas De La  Fuente
2180,,Edmundo Salinas Claveria
3602,,Edmundo Villouta Concha
1841,,Eduardo Alessandri Rodriguez
318,,Eduardo Antonio Cerda Garcia
3108,,Eduardo Diaz Del Rio
3185,,Eduardo Francisco Contreras Mella
2273,,Eduardo Frei Montalva
3080,,Eduardo Frei Ruiz-Tagle
3839,,Eduardo Germain Koening
1700,,Cesar Raul Fuentes Venegas
857,,Cesar Augusto Parra Munoz
3534,,Fernando Raimundo Buzeta Gonzalez
1619,,Claudia Nogueira Fernandez
1333,,Carlos Smok Ubeda
854,,Carlos Sivori Alzerreca
2684,,Carlos Urrutia Rozas
2052,,Carlos Valcarce Medina
2287,,Carlos Villalobos Sepulveda
139,,Carmen Frei Ruiz Tagle
1459,,Carmen Ibanez Soto
3896,,Carmen Lazo Carrera
1706,,Carolina Goic Boroevic
1812,,Carolina Toha Morales
3369,,Celso Morales Munoz
1643,,Cesareo Juvenal Castillo Michea
4532,,Christian Urizar Munoz
2156,,Cipriano Agustin Pontigo Urrutia
1,,Claudio Alvarado Andrade
3039,,Cristian Monckeberg Bruner
4518,,Claudio Arriagada Macaya
2996,,Claudio Fernando Cancino Tellez
1404,,Claudio Humberto Huepe Garcia
1649,,Claudio Orrego Vicuna
1574,,Claudio Rodriguez Cataldo
1219,,Clemente Fuentealba Caamano
2797,,Clemira Pacheco Rivas
3050,,Clodomiro Almeyda Medina
3796,,Constantino Nicanor Suarez Gonzalez
2529,,Cristian Antonio Leay Moran
1343,,Cristian Pareto Vergara
2356,,Cristina Girardi Lavin
770,,Cristian Campos Jara
856,,Cristian Letelier Aguilar
2654,,Eduardo Jorge Clavel Amion
1663,,Eduardo Julio Magno Sepulveda Munoz
1726,,Eduardo King Caldichoury
1949,,Federico Mekis Martinez
1997,,Esteban Valenzuela Van Treek
2904,,Eugenio Bauer Jouanne
3007,,Eugenio Cantuarias Larrondo
3335,,Eugenio Munizaga Rodriguez
1220,,Eugenio Ortega Riquelme
1305,,Eugenio Ortuzar Latapiat
1745,,Eugenio Tuma Zedan
3020,,Evaldo Klein Doerner
53,,Evelyn Matthei Fornet
2623,,Exequiel Gonzalez Madariaga
181,,Exequiel Silva Ortiz
1795,,Fanny Pollarolo Villa
1930,,Fanor Velasco Salamo
3375,,Federico Bucher Weibel
785,,Federico Ringeling Hunger
3811,,Eduardo Lagos Herrera
3142,,Felipe Balbontin Rodriguez-Brito
4529,,Felipe De Mussy Hiriart
862,,Felipe Harboe Bascunan
2395,,Felipe Letelier Norambuena
3486,,Felipe Salaberry Soto
3485,,Felipe Valenzuela Herrera
75,,Felipe Ward Edwards
2140,,Fermin Fierro Luengo
2154,,Fernando Alessandri Rodriguez
1821,,Fernando Cordero Rusque
3501,,Fernando Humberto Andres Sanhueza Herbage
2542,,Fernando Maturana Erbetta
3138,,Fernando Meza Moncada
32,,Fernando Ochagavia Valdes
3552,,Esteban Romero Sandoval
2074,,Esteban Leyton Soto
3541,,Esteban Iturra Pacheco
1184,,Erwin Arturo Frei Bolivar
1176,,Eduardo Octavio Koenig Carrillo
2986,,Eduardo Saffirio Suarez
64,,Eduardo Sepulveda Whittle
1147,,Egidio Jara 
1312,,Eliana Aranibar Figueroa
965,,Eliana Caraball Martinez
3847,,Emilio Lorenzini Gratwohl
25,,Emilio Molina Pincheira
4016,,Ena Von Baer Jahn
2200,,Enrique Accorsi Opazo
2762,,Enrique Augusto Ignacio Edwards Orrego
2967,,Enrique Curti Cannobio
1494,,Enrique Estay Penaloza
1723,,Enrique Fulner 
2039,,Enrique Gana Munizaga
627,,Enrique Jaramillo Becker
3137,,Enrique Krauss Rusque
2481,,Enrique Larre Asenjo
3167,,Enrique Silva Cimma
580,,Enrique Van Rysselberghe Varela
1866,,Enrique Zorrilla Concha
3269,,Enrique Zurita Camps
2851,,Erick Villegas Gonzalez
361,,Ernesto Barros Jarpa
936,,Ernesto Corvalan Sanchez
1303,,Ernesto Guajardo Gomez
1074,,Ernesto Segundo Araneda Briones
826,,Ernesto Silva Mendez
590,,Ernesto Silva Roman
4,,Carlos Santiago Avendano Ortuzar
2454,,Carlos Roberto Martinez Martinez
782,,Carlos Roberto Letelier Bobadilla
2743,,Andres Aylwin Azocar
2584,,Alfredo Macario Lorca Valencia
1839,,Alonso Zumaeta Faune
1425,,Alvaro Erick Schnake Silva
2858,,Amanda Elisa Altamirano Guerrero
4556,,Amaro Labra Sepulveda
2099,,Amelia Herrera Silva
616,,Americo Arturo Acuna Rosas
3130,,Ana Eugenia Ugalde Arias
3382,,Ana Maria Rodriguez Rodriguez
1283,,Anatolio Salinas Navarro
1252,,Andrea Molina Oliva
4547,,Andrea Parra Sauterel
2056,,Andres Allamand Zavala
902,,Andres Antonio Egana Respaldiza
2021,,Andres Chadwick Pinera
1145,,Antonio Segundo Ruiz Paredes
4557,,Andres Molina Magofke
3438,,Andres Olivares 
1165,,Andres Palma Irarrazaval
171,,Andres Segundo Sepulveda Carmona
1976,,Andres Sotomayor Mardones
2035,,Andres Zaldivar Larrain
3049,,Aniceto Rodriguez Arenas
1636,,Anselmo Del Rosario Quezada Quezada
2058,,Antonella Sciaraffia Estrada
315,,Antonio Del Alcazar 
2855,,Antonio Damaso Del Rio 
882,,Antonio Elias Tavolari Vasquez
325,,Antonio Horvath Kiss
372,,Antonio Leal Labrin
3765,,Alfonso Vargas Lyng
1517,,Alfonso Suarez Obiol
3538,,Alfonso Ansieta Nunez
5280,,Alexis Cortes Morales
2600,,Adriana Munoz D' Albora
3259,,Agustin Acuna Mendez
2846,,Alamiro Esteban Sainz Argomaniz
1586,,Alberto Baltra Cortes
1916,,Alberto Cooper Valencia
3472,,Alberto Decombe Edwards
2566,,Alberto Espina Otero
2453,,Alberto Eugenio Cardemil Herrera
1954,,Alberto Jaramillo Borquez
3615,,Alberto Javier Rafael Zaldivar Larrain
1629,,Alberto Jorge Jerez Horta
2683,,Alberto Naudon Abarca
2228,,Alberto Robles Pantoja
3851,,Alberto Tercero Daiber Etcheberry
997,,Albino Barra Villalobos
1714,,Aldo Cornejo Gonzalez
5285,,Alejandra Krauss Valle
2468,,Alejandro Bell Jara
3407,,Alejandro Enrique Toro Herrera
2571,,Alejandro Garcia-Huidobro Sanfuentes
4512,,Alejandro Guillier Alvarez
2502,,Alejandro Hales Jamarne
1432,,Alejandro Jiliberto Zepeda
498,,Alejandro Miguel Sule Fernandez
3688,,Alejandro Navarro Brain
2836,,Alejandro Noemi Huerta
167,,Alejandro Santana Tirachini
68,,Alejandro Tomas Foxley Rioseco
2628,,Alejandro Victor Manuel Rojas Wainer
2094,,Antonio Orpis Birchmeier
2360,,Anibal Juan Esteban Scarella Calandroni
303,,Carlos Recondo Lavanderos
703,,Carlos Demarchi Kempowsky
2718,,Carlos Abel Jarpa Wevar
845,,Carlos Alfredo Vilches Guzman
957,,Carlos Altamirano Orrego
3686,,Carlos Andrade Vera
606,,Carlos Anibal Larrain Pena
618,,Carlos Arturo Garces Fernandez
3859,,Carlos Arturo Rosales Gutierrez
2908,,Carlos Augusto Vial Espantoso
2721,,Carlos Bombal Otaegui
2905,,Carlos Caminondo Saez
337,,Carlos Cantero Ojeda
2886,,Carlos Contreras Labarca
793,,Carlos Cortes Silva
2419,,Carlos Del Rio 
485,,Carlos Dupre Silva
1336,,Anibal Perez Lobos
673,,Carlos Fernando Flores Labra
979,,Carlos Gonzalez Jaksic
2003,,Carlos Gonzalez Marquez
2379,,Carlos Hernan Bosselin Correa
728,,Carlos Hidalgo Gonzalez
3573,,Carlos Leon Palma
1907,,Carlos Lorca Tobar
3537,,Carlos Luis Gonzalez Utreras
1667,,Carlos Montes Cisternas
797,,Carlos Morales Abarzua
3787,,Carlos Munoz Horz
3055,,Carlos Olivares Zepeda
2457,,Carlos Ominami Pascual
3510,,Carlos Orlando Cerda Aguilera
4639,,Camilo Moran Bahamondes
2146,,Camilo Escalona Medina
2428,,Camilo Armando Salvo Inostroza
4538,,Camila Vallejo Dowling
4595,,Aracely Leuquen Uribe
2461,,Armando Arancibia Calderon
1042,,Armando Barrientos Miranda
935,,Armando Hernandez 
453,,Armando Holzapfel Alvarez
682,,Armando Jose Domingo Jaramillo Lyon
1223,,Armando Montes Velasco
1531,,Arturo Alessandri Besa
2545,,Arturo Carvajal Acuna
1115,,Arturo Longton Guerrero
2283,,Arturo Perez Palavecino
2413,,Arturo Squella Ovalle
2701,,Arturo Valdes Phillips
3349,,Augusto Pinochet Ugarte
3474,,Baldemar Carrasco Munoz
2017,,Baldo Prokurica Prokurica
705,,Belarmino Elgueta Becker
23,,Beltran Urenda Zegers
3295,,Benjamin Lavin Matta
2218,,Benjamin Prado Casas
769,,Bernardino Segundo Guerra Cofre
3287,,Bernardo Araya Zuleta
2234,,Bernardo Larrain Vial
1454,,Bernardo Leighton Guzman
5284,,Bettina Horst Von Thadden
1499,,Blanca Adelina Retamal Contreras
3531,,Blas Bellolio Zappettini
3867,,Boris Tapia Martinez
549,,Bruno Guillermo Siebert Held
3772,,Fernando Otto Schott Scheuch
2556,,Fernando Romero Vasquez
427,,Juan Carlos Latorre Carmona
2813,,Jorge Eduardo Osorio Pardo
1640,,Joaquin Walker Larrain
2881,,Joel Rosales Guzman
3242,,Joel Segundo Marambio Paez
2346,,Jonas Gomez Gallo
2002,,Jorge Adolfo Saelzer Balde
2841,,Jorge Alessandri Rodriguez
1178,,Jorge Antonio Montes Moraga
3197,,Jorge Aravena Carrasco
2062,,Jorge Aspee Rodriguez
1578,,Jorge Burgos Varela
2944,,Jorge Cabello Pizarro
3187,,Jorge Cvitanic Simunovic
3277,,Jorge Domingo Godoy Matte
3405,,Jorge Eduardo Ibanez Vergara
119,,Jorge Exequiel Lavandero Illanes
3447,,Joaquin Segundo Morales Abarzua
758,,Jorge Gonzalez Von Marees
1154,,Jorge Insunza Becker
2805,,Jorge Insunza Gregorio De Las Heras
173,,Jorge Ivan Hubner Gallo
2270,,Jorge Lavandero Eyzaguirre
2678,,Jorge Martinez Busch
82,,Jorge Mauricio Riesco Errazuriz
3874,,Jorge Miguel Otero Lathrop
1268,,Jorge Molina Valdivieso
3704,,Jorge Morales Adriasola
2425,,Jorge Patricio Arancibia Reyes
218,,Jorge Pizarro Soto
2664,,Jorge Prieto Echaurren
168,,Jorge Sabag Villalobos
2928,,Joaquin Tuma Zedan
3374,,Joaquin Palma Irarrazaval
1602,,Fernando Santiago Agurto Ramirez
4526,,Jaime Bellolio Avaria
3397,,Issa Kort Garriga
2459,,Ivan De La Maza Maillet
1458,,Ivan Eliseo Quintana Miranda
4525,,Ivan Fuentes Castillo
3381,,Ivan Mesias Lehu
3360,,Ivan Norambuena Farias
2020,,Ivan Paredes Fierro
2686,,Ivan Urzua Ahumada
3429,,Jacinto Leon Lavin
410,,Jacinto Vasquez 
2359,,Jacobo Schaulsohn Numhauser
4514,,Jacqueline Van Rysselberghe
5279,,Jaime Arancibia Mattar
1071,,Jaime Barros Perez Cotapos
2601,,Jaime Bulnes Sanfuentes
2100,,Joaquin Godoy Ibanez
1810,,Jaime Campos Quiroga
2320,,Jaime Concha Baranao
1159,,Jaime Enrique Jimenez Villavicencio
491,,Jaime Estevez Valencia
1819,,Jaime Gazmuri Mujica
2436,,Jaime Guzman Errazuriz
2927,,Jaime Leon Suarez Bastidas
637,,Jaime Orpis Bouchon
4527,,Jaime Pilowsky Greene
2398,,Jaime Rocha Manrique
4096,,Jaime Toha Gonzalez
3251,,Javier Hernandez Hernandez
74,,Jenaro Lisboa Huerta
4509,,Jenny Alvarez Vera
2835,,Jorge Sabat Gozalo
640,,Jorge Santibanez Ceardi
195,,Jorge Schaulsohn Brodsky
2935,,Jose Ruiz De Giorgio
1248,,Jose Maria Hurtado Ruiz Tagle
1927,,Jose Maria Lorca 
1112,,Jose Matias Nunez Malhue
322,,Jose Miguel Barriga Castro
44,,Jose Miguel Bascunan 
2383,,Jose Miguel Huerta Munoz
1209,,Jose Miguel Ortiz Novoa
1689,,Jose Orlando Millas Correa
3062,,Jose Oyarzun Decouvieres
3574,,Jose Pedro Guzman Alvarez
1772,,Jose Pena Meza
2315,,Jose Placido Musalem Saffie
2399,,Jose Perez Arriagada
1984,,Jose Ricardo Monares Gomez
699,,Jose Tomas Camus Foncea
3302,,Jorge Soria Macchiavello
3389,,Jose Tomas Gallo Goyenechea
1694,,Jose Tomas Reyes Vicuna
1135,,Jose Urrutia 
3858,,Jovino Novoa Vidal
2093,,Jovino Novoa Vasquez
3567,,Juan Acevedo Pavez
720,,Juan Akin Soto Morales
3013,,Juan Alberto Garcia Romero
3394,,Juan Alberto Perez Munoz
2574,,Juan Antonio Molina 
3696,,Juan Bautista Bustos Valenzuela
2775,,Juan Bautista Segundo Argandona Cortes
506,,Juan Bosco Hugo Parra Alderete
2870,,Juan Canessa Oneto
304,,Jose Maria Hurtado Baquedano
919,,Jose Maria Garcia 
317,,Jose Manuel Rafael Tagle Valdes
2794,,Jose Manuel Olaguer Feliu Y Rogells
1734,,Jorge Tarud Daccarett
2635,,Jorge Ulloa Aguillon
155,,Jorge Urzua Urzua
500,,Jose Antonio Galilea Vidaurre
1634,,Jose Alfonso Rodriguez Del Rio
1311,,Jose Amar Amar
1026,,Jose Andres Aravena Cabezas
958,,Jose Antonio Aspee 
2864,,Jose Antonio Foncea Aedo
2332,,Jose Antonio Francino 
2804,,Jose Antonio Gomez Urrutia
1049,,Adonis Ramon Sepulveda Acuna
3250,,Jose Antonio Ramirez 
2469,,Jose Antonio Viera Gallo Quesney
1701,,Jose Candelario Ortiz 
2667,,Jose Domingo Escorza Olmos
1786,,Jose Francisco Encina Moriamez
2510,,Jose Felix Garay Figueroa
3465,,Jose Garcia Gonzalez
2000,,Jose Gregorio Eguiguren Amunategui
2227,,Jose Hugo Rosende Subiabre
3202,,Jose Ignacio Palma Vicuna
1729,,Jose Ignacio Urrutia Arcos
2472,,Jose Luis Cademartori Invernizzi
2104,,Jose Luis Gonzalez Rodriguez
671,,Jose Luis Martin Mardones
2134,,Jose Makluf Campos
3313,,Jose Manuel Hurtado 
1946,,Jose Manuel Isla Hevia
384,,Ismael Pereira Lyon
2562,,Isidoro Toha Gonzalez
2284,,Isauro Torres Cereceda
2034,,Gilberto Canales Canales
2644,,Felix Santiago Gajardo Peillard
1777,,Gabriel Ascencio Mansilla
4536,,Gabriel Boric Font
2248,,Gabriel De La Fuente Cortes
2787,,Gabriel Silber Romo
160,,Gabriel Valdes Subercaseaux
1664,,Galvarino Melo Paez
3788,,Gaspar Mora 
1882,,Gaston Dario Da Bove Olave
2518,,Gerardo Espinoza Carrillo
212,,German Becker Alvear
2610,,German Becker Baechler
1443,,German Miguel Juan Riesco Zanartu
3446,,German Verdugo Soto
4541,,Giorgio Jackson Drago
1961,,Guido Girardi Lavin
996,,Giovanni Oscar Calderon Bassi
1005,,Gladys Del Carmen Marin Millie
690,,Gonzalo Arenas Hodar
2934,,Gonzalo Duarte Leiva
4535,,Gonzalo Fuenzalida Figueroa
1296,,Gonzalo Ibanez Santa Maria
1487,,Gonzalo Uriarte Herrera
3766,,Gonzalo Yuseff Sotomayor
3471,,Graciela Lacoste Navarro
3832,,Gregorio Amunategui Jordan
2012,,Gregorio Letelier 
1655,,Gregorio Moreno 
1373,,Gregorio Rene Garcia Sabugal
2795,,Guido Castilla Hernandez
819,,Felix Ernesto Iglesias Cortes
2312,,Fulvio Rossi Ciocca
3356,,Fuad Chahin Valenzuela
3037,,Fritz Hillmann Suarez
355,,Fernando Sotomayor Garcia
3877,,Fernando Urizar 
788,,Fidelma Allende Miranda
5293,,Flavio Quezada Rodriguez
4613,,Florcita Alarcon Rojas
2328,,Florencio Duran Bernales
3291,,Fortunato Venegas 
2085,,Francisco Alejandro Roberto Wachholtz Araya
3293,,Francisco Antonio Encina Armanet
3054,,Francisco Bartolucci Johnston
3580,,Francisco Bulnes Sanfuentes
3568,,Francisco Barcena 
1590,,Francisco Carvallo Elizalde
4555,,Francisco Eguiguren Correa
2802,,Francisco Fuenzalida 
2639,,Francisco Javier Errazuriz Talavera
3273,,Francisco Javier Labbe Labbe
492,,Francisco Javier Lira Merino
2853,,Francisco Javier Munoz Pizarro
2952,,Francisco Leandro Bayo Veloso
3789,,Francisco Osorio 
490,,Francisco Prado 
1751,,Francisco Prat Alemparte
2127,,Francisco Ramon Undurraga Vicuna
3724,,Francisco Renan Fuentealba Vildosola
199,,Francisco Rogelio De La Fuente Gaete
461,,Francisco Sepulveda Gutierrez
96,,Francisco Sotomayor 
1298,,Francisco De Borja Eguiguren Urrejola
420,,Guido Girardi Briere
3732,,Guillermo Ceroni Fuentes
655,,Isaac Florencio Baltazar Castro Palma
859,,Hector Leonidas Lehuede Alvarado
722,,Hugo Orlando Robles Robles
2514,,Hugo Ortiz De Filippi
3359,,Hugo Rodriguez Guerrero
2449,,Hugo Zepeda Coll
3706,,Hugo Alamos Vasquez
2097,,Humberto Aguirre Doolan
2032,,Humberto Del Rio Gundian
1051,,Humberto Enriquez Frodden
1963,,Humberto Manuel Palza Corvacho
1806,,Humberto Martones Morales
1332,,Humberto Parada Berger
3024,,Humberto Alvarez Suarez
330,,Hector Castro Castro
3319,,Hector Enrique Campos Perez
2760,,Hector Luis Olivares Solis
213,,Guillermo Chadwick Ortuzar
196,,Hector Rios Rios
92,,Hector Tellez Schwerter
2220,,Hector Valenzuela Valderrama
861,,Hector Zambrano Opazo
3200,,Ignacio Arturo Prado Benitez
2947,,Ignacio Balbontin Arteaga
2658,,Ignacio Molina 
1596,,Ignacio Perez Walker
3201,,Ignacio Urrutia Bonilla
1039,,Ignacio Urrutia Manzano
3186,,Ignacio Urrutia Rozas
1495,,Ignacio Urrutia De La Sotta
3336,,Ignacio Walker Prieto
3579,,Ines Leonor Enriquez Frodden
2358,,Hugo Miranda Ramirez
3516,,Hugo Gutierrez Galvez
1648,,Hugo Eugenio Ballesteros Reyes
828,,Hosain Sabag Castillo
395,,Guillermo Donoso Vergara
1550,,Guillermo Munoz Zuniga
3463,,Guillermo Paulino Izquierdo Araya
3163,,Guillermo Ramirez Sanz
2172,,Guillermo Renato Gaona Acuna
302,,Guillermo Teillier Del Valle
1720,,Guillermo Vasquez Ubeda
777,,Guillermo Yunge Bustamante
2302,,Gustavo Alessandri Balmaceda
1792,,Gustavo Alessandri Valdes
3059,,Gustavo Cardemil Alfaro
3102,,Gustavo Hasbun Selume
635,,Gustavo Lorca Rojas
2177,,Gustavo Loyola Vasquez
2181,,Gustavo Monckeberg Barros
3533,,Gustavo Ramirez Vergara
1319,,Gutenberg Martinez Ocamica
2485,,Hardy Rene Oscar Momberg Roa
2958,,Haroldo Fossa Rojas
3834,,Harry Jurgensen Caesar
2563,,Hermes Ahumada Pacheco
2247,,Hermogenes Labbe Labbe
907,,Hermogenes Perez De Arce Ibieta
993,,Hernan Alfredo Leigh Guzman
2008,,Hernan Larrain Fernandez
2007,,Hernan Modesto Olave Verdugo
278,,Hernan Rojo Avendano
1185,,Hernan Vodanovic Schnake
205,,Homero Gutierrez Roman
3894,,Angel Fantuzzi Hernandez
